sample,observed_species,PD_whole_tree,simpson_reciprocal
5,890,72.447856038,50.5091958305
5,892,74.581120892,48.4435980271
5,886,73.037164575,49.4524684509
5,903,75.014069373,50.0492672474
5,916,73.830236617,50.9962597431
5,915,75.093410335,50.2565439517
7,961,73.098052624,46.175579756
7,918,71.362255291,45.9162516268
7,950,72.373230788,46.1425545383
7,946,72.481559583,45.1694135316
7,953,73.54864158,45.9969038334
7,929,72.479521621,45.3386870766
7,929,72.767609385,44.7642602146
7,950,72.669676949,46.2426409172
7,943,73.314672812,46.0624520483
7,931,71.985898053,45.9054491203
11,884,70.993575008,34.0055450292
11,896,72.507556342,33.977995001
11,889,72.049708263,34.1672272227
11,882,71.555478641,33.9245391033
11,891,70.700750524,34.3159122885
11,883,71.567241582,33.9787887411
11,881,71.239508028,33.8964738134
11,886,71.467214752,33.8135920073
11,885,70.710182696,34.3801368759
11,872,69.801612957,33.3061679901
15,862,68.185630173,48.6077672174
15,866,70.007423998,47.2381897145
15,867,70.081219325,48.813451767
15,868,70.496652237,49.901211196
15,870,70.574137155,48.8717498377
15,862,69.927207901,48.7083163362
15,872,69.95034726,48.7790006402
15,875,68.906551465,49.0023429245
15,857,69.792424036,48.1341981444
15,860,69.600150624,48.536841738
17,837,68.584265357,53.1814117671
17,837,68.678493373,53.1987405198
17,842,68.795314214,53.1785836549
17,838,68.158773013,53.0781160586
17,850,69.210097798,53.41167045
17,847,69.235655716,53.2930970451
17,838,68.595241755,52.6201548348
17,834,67.774666972,52.9885544722
17,841,69.09651478,53.4856783739
17,844,69.075200171,53.3010861762
19,890,72.780062519,59.0175060677
19,897,73.176506652,59.8209111473
19,890,72.266678456,56.7019990999
19,889,70.396046876,59.0127172406
19,892,70.020108707,57.7180796473
19,904,72.490701817,59.2844002364
19,884,69.873588161,57.8265528688
19,896,71.759399158,59.2030163937
19,902,72.932631425,59.2679299379
19,891,71.289051028,58.1779043955
20,883,69.398392222,57.9297710145
20,897,71.063850675,56.1457684513
20,918,72.128799109,56.5568873917
20,907,70.82379496,54.5876669402
20,883,70.521057913,57.8944511787
20,890,70.103884115,54.8806945152
20,895,71.395367076,56.2914489771
20,911,71.431781361,57.2344322344
20,898,70.111704132,55.6009243654
20,886,69.05809419,57.0484216306
21,904,73.000574652,64.8727986328
21,913,72.347579959,63.7835187374
21,912,72.334132417,62.3986022713
21,919,73.531706186,65.0078822057
21,912,73.543805458,63.0174321972
21,907,72.821742089,64.0498307683
21,904,72.565554506,65.9260968454
21,925,73.633053532,63.8801608183
21,917,73.192268786,63.2543576322
21,906,73.114994101,63.5480462948
26,887,71.517073493,38.6473896708
26,888,71.835462141,38.7731684827
26,886,71.551957202,38.6031917601
26,887,71.745947691,38.7321983185
26,886,71.821386278,38.9189294375
26,884,71.530770811,38.6364240058
26,888,71.837910417,38.7976134618
26,888,71.785661658,38.8493313666
26,890,71.890261953,38.7408262934
26,884,71.527459889,38.6010031436
27,787,62.155681747,54.3715582379
27,798,62.820986627,54.5714690128
27,786,62.664192489,55.0879772211
27,808,63.759842898,54.34653388
27,797,62.723406938,55.0413584207
27,810,63.639975156,54.9933062835
27,797,63.301484471,54.9134683861
27,797,63.010831006,55.9784063298
27,793,63.504257666,55.4230598032
27,800,62.969342435,56.0822024883
28,746,59.538742093,66.0403836946
28,775,61.717014746,66.6986264252
28,759,61.483881311,67.206700508
28,770,60.750236878,67.4960240623
28,749,59.746658823,67.087922916
28,771,60.800232844,65.688456075
28,763,60.693961543,66.219683801
28,768,60.730913314,65.7232639816
28,752,59.722198398,64.29756915
28,760,61.972653447,68.0146316476
29,950,73.662664855,48.0367240756
29,946,74.184412704,48.0771397708
29,944,72.546678755,48.0549748913
29,949,73.505007219,48.1889972472
29,955,74.041881222,48.1284065888
29,943,73.747604291,47.2207629695
29,954,74.583231328,47.774742091
29,951,74.16265006,47.6500343229
29,953,74.211481097,47.6585503163
29,945,73.432387137,47.2443967407
31,902,71.197306079,59.0812496423
31,911,73.03416245,59.0799406985
31,908,71.07632585,57.1318388596
31,920,72.600141422,58.4380957946
31,918,70.731686767,59.3866105463
31,895,72.790428712,59.2543213991
31,911,71.841426644,56.8534123596
31,911,73.452341254,58.1861556952
31,909,72.601274828,57.9557905985
31,922,73.685717071,59.2990115596
34,883,67.185714477,57.9220116315
34,828,65.2888879,57.5051395218
34,844,66.706172276,55.7811982499
34,860,67.578872837,58.9084268505
34,842,65.468654803,55.3440758491
34,883,68.168244384,58.9335965701
34,839,65.17356224,57.740262646
34,843,65.631020325,57.3299986384
34,843,65.397424326,57.293764827
34,841,66.483341802,56.8382649409
37,952,75.299376067,59.9935132014
37,956,75.322662933,59.0501778887
37,954,75.416237622,58.8119616178
37,944,74.566746044,59.9355318436
37,961,75.901036303,59.8039179042
37,955,75.486774057,59.7828016089
37,951,75.31292696,58.2114531034
37,955,73.284013505,59.1937077089
37,957,73.663263495,59.0497420264
37,950,75.020473628,60.2957885276
42,801,64.216116654,19.4366647169
42,825,66.23416135,19.4464566125
42,817,64.255424993,20.4879591624
42,835,68.126346304,19.1645685457
42,793,64.368643604,18.7545237963
42,824,66.390003763,19.3694634356
42,839,67.340790824,19.6733728276
42,834,67.139283851,19.2410719923
42,827,65.720911852,19.5933282268
42,845,66.878619926,19.3224230077
45,899,72.351630282,43.4096076314
45,881,72.801338529,45.7686850657
45,905,71.96526047,45.0594432624
45,895,70.721587423,46.7919716675
45,906,75.320975374,45.5793707768
45,875,72.727430263,44.7084728145
45,910,75.421270331,45.3800293836
45,891,71.919775103,45.9851381782
45,899,72.073249566,45.2347329242
45,904,74.154181591,46.129184782
48,956,76.062382623,66.3783357707
48,954,76.720896013,68.4981355664
48,952,76.103958026,66.717816993
48,965,75.798893976,66.0228067533
48,949,73.369062167,67.0945341018
48,957,75.80248749,66.6065819792
48,967,77.334389093,66.7199035897
48,947,76.055990487,63.8266468272
48,946,75.796836802,65.975164474
48,950,76.114369335,64.7260973602
59,949,74.154522301,71.0572654944
59,943,73.288457109,71.6146416135
59,948,74.029461069,70.1526697475
59,956,73.925368041,69.7759103031
59,940,73.427128895,70.7859675668
59,946,74.144473919,70.3777746988
59,947,73.699695724,71.2017747042
59,944,73.498972134,71.036759303
59,938,74.075594712,69.749903004
59,940,73.571452079,71.3683543796
60,923,74.529553941,58.1462960809
60,938,73.860903711,58.1031148717
60,938,74.576170784,56.9286630481
60,931,72.276323528,55.9435669269
60,927,73.252287481,57.2514303912
60,927,74.400005252,57.1459185313
60,922,74.395920795,56.5750857466
60,929,74.238107404,56.9090220362
60,926,74.616547461,56.9114511175
60,933,74.500799936,56.6908488569
62,929,72.397381778,62.3477837311
62,916,70.778409675,59.4510439232
62,910,70.998336914,62.2178324085
62,928,72.388021382,61.0178152953
62,919,71.425626455,61.4109157903
62,912,71.124278189,61.5963858321
62,907,70.040541991,60.3647160689
62,919,71.600810438,62.2050121689
62,906,70.543454185,60.6510894452
62,917,71.484522449,62.0719219601
67,924,69.715410886,59.7505414893
67,922,69.653502897,60.102361835
67,926,69.921712852,59.6555266185
67,925,69.953363138,59.5136249005
67,925,69.834250209,59.6244035231
67,922,69.623388647,59.7618118287
67,922,69.715076183,59.8203520054
67,926,69.854168931,59.6628675093
67,927,69.923312652,60.1218971465
67,926,69.606007282,59.4250993049
69,948,74.282563118,51.6946140674
69,926,72.338295053,50.6893755069
69,936,73.87536347,51.8664633069
69,936,72.225893564,50.8137343172
69,926,71.875901029,50.542382947
69,934,72.831799416,50.5123052711
69,930,73.431768073,51.991772302
69,928,72.381974568,51.4227220939
69,931,73.122121091,51.8139748767
69,933,73.627534272,52.1954720428
74,829,65.278340524,46.0439604713
74,853,67.447833871,47.6812745205
74,833,65.644582105,45.7161143589
74,863,69.250005089,47.0221047976
74,838,66.274411496,47.3654451316
74,838,66.940967953,46.9151802862
74,850,67.700553422,46.691880282
74,836,67.726964074,44.8924964998
74,842,67.219576886,46.6152927295
74,847,67.335639105,47.0242468773
76,827,68.566975354,29.4733390622
76,837,68.594556841,30.4841744266
76,826,68.124825689,30.2612491465
76,822,65.883031545,30.1571280613
76,816,67.710928541,29.9802317847
76,822,68.598443684,29.9187332408
76,814,67.467650308,30.4435144374
76,824,66.801765902,29.6512091207
76,826,66.485853763,29.9010927915
76,821,68.087712613,29.9644827241
77,879,75.110130744,44.701790167
77,899,76.719274141,45.0316065589
77,884,73.592137545,44.2007876028
77,875,74.560304584,44.0178382289
77,890,75.279180384,44.4926448097
77,875,75.640038769,45.1831257969
77,888,74.981782602,45.339393699
77,897,76.230299978,43.9693918071
77,883,75.863554981,44.1036214586
77,897,75.57246191,45.0043105691
79,819,69.536550586,35.8567522747
79,825,69.946728579,35.1741118537
79,817,69.632741151,36.2628421456
79,822,69.5647058,35.3166190076
79,838,70.402611282,35.540746911
79,815,69.30698379,35.5187738919
79,822,69.92730141,35.3016581851
79,810,70.009022224,35.2620188387
79,829,70.983646442,36.3469910939
79,819,68.268199973,36.4844496435
81,859,65.164565129,39.7394581773
81,855,65.25915658,39.7239680768
81,847,65.483769248,39.4292614406
81,858,65.789184449,39.7808572029
81,849,65.181723312,39.5565219434
81,861,65.749514816,39.9337100413
81,853,65.426310888,38.9218643573
81,846,65.063524445,39.5770205924
81,856,65.883274185,39.8425224301
81,852,65.942962233,39.3549236084
83,921,72.861521443,34.0695188532
83,925,73.222016638,34.431482426
83,917,72.965837844,34.1716785128
83,922,73.627866128,34.1483403907
83,939,73.283837093,34.2697910721
83,942,74.266078223,34.6320721126
83,929,73.862561056,34.6603555936
83,923,74.434798774,34.4285188636
83,936,74.73570427,34.799327503
83,912,72.556147013,34.4549125168
84,925,74.875328885,40.5345493698
84,888,71.919565269,40.7631368762
84,912,74.063716337,40.770563653
84,905,73.748963497,41.9190543061
84,887,70.617742633,39.512416777
84,895,73.264497959,41.1246036938
84,894,73.680049224,39.3440365506
84,893,70.79387395,41.0059791843
84,909,74.599177059,41.7714760865
84,897,72.966156145,39.1452631785
85,878,69.926667225,41.7131050844
85,880,70.946062512,41.3368331852
85,890,70.459270809,41.393298425
85,908,72.688963052,41.3800773032
85,890,69.536375981,41.7708217757
85,891,72.018964674,41.404224266
85,875,69.902145453,41.7945536472
85,889,70.588607387,41.5710748461
85,875,70.370819588,39.848128819
85,899,69.927063999,41.8580801792
86,841,66.05425777,22.8869121908
86,836,67.753365543,22.8730559689
86,838,67.535623847,23.560698987
86,833,67.545251324,23.1286734838
86,859,68.402601037,24.0313308476
86,833,66.719296391,23.1951458359
86,838,66.5291012,22.8273857293
86,846,67.521899724,22.7330205649
86,834,67.806828017,23.0120137094
86,820,65.882771859,22.5026932911
87,901,71.990244984,32.9003848317
87,917,72.628480621,32.8664246876
87,895,71.939957529,32.0658954151
87,890,70.512958152,32.9804086066
87,893,71.317028989,32.4165855408
87,891,70.528987955,31.9375301909
87,905,71.974755154,32.8249904859
87,905,71.818342899,33.2625810516
87,907,72.796451381,32.7520191108
87,899,71.830693356,32.4134333423
88,859,69.151125672,29.6546163897
88,849,67.716949977,29.6089855869
88,861,69.103590287,30.4076718556
88,864,68.720867741,31.0286481691
88,856,68.406128502,29.8444822682
88,835,67.135387567,29.798681967
88,857,68.443191109,30.3609345855
88,843,68.193663188,30.0175508868
88,843,68.2128212,30.492801793
88,839,67.548636479,29.322073657
90,906,73.500557003,32.5930633813
90,908,71.940792691,31.8961779408
90,908,73.341665833,32.8457113765
90,906,72.373745699,33.016887106
90,905,72.527555396,32.6317839694
90,909,70.923997768,32.0887253255
90,900,71.611711378,32.8821288712
90,909,73.673473814,33.4565650145
90,924,73.894814223,33.0084408772
90,910,74.16793331,32.5056580161
91,933,74.418874189,38.710223733
91,928,75.420101801,38.6414627726
91,926,75.571497514,38.5432111554
91,925,74.262775577,38.4368686444
91,925,74.368415227,38.5255315921
91,907,73.215437858,37.2171352343
91,930,74.754155896,39.3351861845
91,927,74.19843653,38.8378737235
91,924,73.899578149,38.1266926166
91,912,72.674447051,38.3300553151
93,936,74.613887556,36.0115416991
93,942,71.661601656,35.1393494828
93,934,71.072320972,37.1709211884
93,950,72.747560876,35.2369353556
93,962,74.380001952,35.4768757289
93,961,76.329697027,34.7565412897
93,962,75.177667279,35.6559865844
93,956,75.875100389,35.8393634929
93,971,76.209081975,36.4940195425
93,963,75.120234703,35.1931056706
94,871,73.473754074,31.7327782742
94,897,73.299618895,32.3567329811
94,876,72.6924843,33.0253717418
94,889,72.427341321,31.7263915989
94,883,72.216498938,32.3987311847
94,879,72.345610676,31.7315825433
94,895,72.950849392,31.6396559583
94,885,72.360396163,33.4797374352
94,872,72.890899657,31.467568737
94,884,74.177682308,32.5635778417
95,901,71.023574014,42.3285462393
95,905,70.945306501,41.1915691156
95,924,72.562388884,42.1136858951
95,901,70.8207389,40.7380720198
95,908,71.027243555,40.9024094076
95,892,70.42838096,41.8058016001
95,902,70.875978904,41.7563776342
95,914,71.3231078,40.8235123019
95,897,71.566269945,41.8101713694
95,883,69.723854662,40.6745363421
96,863,69.016306056,37.7859332417
96,872,68.970539152,37.7642613192
96,867,68.937795509,38.2405978917
96,868,68.932097067,37.802761728
96,860,68.362239081,37.8926477606
96,868,69.12596576,38.4809176737
96,875,69.514673049,37.875201212
96,867,68.865213655,37.6808385871
96,865,68.738980149,37.7139678394
96,864,68.875313048,38.4591347656
97,850,70.338055175,42.7492582336
97,857,70.836362827,43.0535168669
97,851,70.058634667,42.9899510989
97,845,69.577432938,42.3910120457
97,860,69.976433792,42.2905067063
97,848,69.694094808,42.8338328383
97,848,70.268062633,42.9548651754
97,855,70.669230981,43.4695197161
97,855,70.149624714,42.579407268
97,855,69.945030868,43.0076889684
99,877,69.778735225,34.4692754881
99,868,69.645040119,34.8334579718
99,877,69.025929044,34.8572866435
99,879,68.729621969,34.479971985
99,889,69.768667721,34.9961996314
99,872,69.224225304,35.0997655994
99,881,68.82721358,35.4351155351
99,869,69.006049379,35.2734074883
99,876,69.523711293,34.7718747691
99,862,68.539644747,35.0758350515
102,918,75.016982768,56.6155239767
102,916,74.571185333,56.3947207492
102,915,74.753076177,57.2434420482
102,918,74.768820561,56.3462618657
102,918,74.254445443,55.9573604913
102,916,74.785433941,57.4470185895
102,919,75.364932304,57.0028946782
102,915,75.50098238,56.0479209724
102,920,75.409326244,56.07954884
102,924,75.699302456,57.5169225571
104,964,75.731760422,67.384593355
104,938,75.23207223,65.3417270227
104,952,75.814640321,64.1305698402
104,960,76.103998891,68.1968331096
104,954,74.173178522,67.3777830183
104,945,76.782359736,66.26548438
104,926,72.616723222,66.2338011785
104,968,76.476370122,68.2120969891
104,940,73.341276955,64.5622077047
104,950,76.139709808,65.4898951138
107,813,67.28594954,29.859603875
107,830,67.364315066,30.15698596
107,831,68.483339491,29.0438844017
107,828,67.652572226,30.2310312088
107,834,67.883424032,29.7895554095
107,830,68.367231125,30.4993409283
107,826,67.130715024,29.8961761856
107,817,66.609520717,29.2384302618
107,833,67.845194854,29.8003469878
107,832,68.064652216,29.6039454658
108,898,72.803345061,51.6855965164
108,906,74.516375536,52.3759875738
108,899,74.037469992,51.5645822221
108,882,73.502593489,51.2270478813
108,888,73.959379643,51.2582293485
108,880,71.91896697,50.8299579064
108,894,71.740193874,52.0535956835
108,879,72.961189107,51.3410441164
108,887,71.25137514,51.2464908165
108,891,73.390818635,51.98957609
109,864,70.988262398,60.730512148
109,872,71.540390131,60.3209072264
109,873,71.428314959,60.9893230566
109,872,71.540302675,60.3668797114
109,863,70.239282116,60.489892517
109,860,70.516646334,59.8005651153
109,877,71.707613511,60.7896961465
109,864,70.796408993,60.8132633727
109,867,70.425907447,60.9557480318
109,872,71.455888901,60.3960470787
113,967,74.285218703,35.673873904
113,973,76.199051586,35.607027492
113,974,75.480220225,36.5477456323
113,981,77.064629351,36.8447959029
113,968,75.754407348,35.8108871812
113,966,76.434135481,34.8485937503
113,959,75.332254523,36.3374568777
113,957,75.922675307,34.5191748623
113,962,76.141740494,35.668704613
113,951,74.392954401,37.2372302483
116,1021,82.741560783,42.4420069764
116,1018,81.026346492,42.7916181918
116,1018,82.651127644,42.6514827388
116,1007,82.182419916,42.3981450812
116,1012,81.505402276,42.2241017812
116,1018,82.710540599,42.7112572192
116,1018,81.625447275,42.668828554
116,1011,82.336238897,42.7494866722
116,1023,82.645437481,42.4743992195
116,1023,82.917275682,42.7776604363
117,960,75.671142563,59.4194717609
117,918,74.967610369,58.9146087978
117,938,74.075473124,56.8695785076
117,939,75.594339376,58.028201706
117,946,74.06658138,58.9245894153
117,936,73.920261668,59.182103332
117,948,75.261567558,58.2196080001
117,941,76.180542643,57.0204667838
117,940,74.069837281,57.2445684743
117,933,74.536249096,57.710585023
118,959,78.801776703,42.9258241758
118,958,77.161512561,42.5833735879
118,965,77.347754013,43.6743205914
118,962,79.341722644,43.0488254397
118,976,78.808619857,42.9220816673
118,965,77.350284449,42.5500228706
118,960,77.658204737,43.359904825
118,959,75.77620138,41.3685759126
118,985,79.337050225,43.896169099
118,957,79.193581853,43.0929420494
119,922,74.986131864,55.2046799767
119,915,74.526264419,54.9042350039
119,924,74.775913967,54.3416425101
119,916,74.983280395,55.125082257
119,929,74.680023172,54.4998109538
119,922,74.285678855,54.0478458555
119,910,73.760976735,54.9781891215
119,914,73.384714269,55.7968575907
119,928,74.87634832,54.8546352167
119,933,75.494052306,56.0121126194
120,932,71.484718147,48.7141741501
120,919,70.869255563,49.810021465
120,931,71.241282341,49.48489319
120,926,71.98933536,48.5202094254
120,915,70.84193975,48.7358380508
120,925,71.787436758,50.3188960034
120,913,70.869245475,48.1575232586
120,930,72.452602326,48.4238784197
120,912,69.817261071,49.1135766809
120,924,71.518508274,48.1642642231
123,981,76.688502014,51.1914817374
123,1004,79.475991108,50.0376846312
123,992,76.372502798,48.873466595
123,998,77.282710971,48.9095463792
123,984,76.437148952,48.4025641258
123,975,75.375267975,47.2698695942
123,987,78.606104446,49.1177982947
123,985,76.675469085,48.1831199474
123,981,78.215302507,48.9380444357
123,1016,79.27432664,50.246600896
124,932,73.658037281,50.5344810977
124,938,73.794725643,53.0294744448
124,939,73.773379541,52.9864487157
124,943,74.020502515,53.0841034676
124,920,73.181903925,53.0914134593
124,915,73.007667211,52.3691303615
124,934,72.580067038,51.8517558301
124,922,71.220802685,52.781328605
124,931,72.766879516,51.5772151205
124,928,74.243214161,52.9314950666
125,887,70.046761124,63.6037486459
125,908,71.396472388,65.1636932338
125,902,70.978031377,63.8600188387
125,897,68.382238792,63.2393570138
125,891,70.314367933,63.7856801148
125,894,70.239112192,63.7065675499
125,886,69.843851983,64.080870058
125,897,68.865754129,63.9093765041
125,900,70.374214693,64.4328599532
125,904,70.618085784,63.8638422882
56,882,69.148002158,59.2311792928
56,893,71.928236607,59.7629279352
56,882,69.378656837,59.6846783835
56,875,69.558562216,57.4911921697
56,874,70.727525269,59.1972118113
56,871,67.31528392,57.9949689364
56,863,68.515666139,60.2973791367
56,877,69.813583803,59.8066004059
56,860,68.592578433,58.0991061816
56,876,68.769272326,57.9022031788
58,932,72.895111994,63.8160820515
58,927,75.091254766,59.6047460279
58,939,74.908991597,62.8693574752
58,948,74.836206859,59.6105197665
58,940,76.143902177,61.9323273201
58,919,76.341439747,61.357221745
58,945,74.46190416,64.4820679399
58,935,75.250667999,61.5333732018
58,929,75.487032768,61.2096948505
58,932,74.308751781,61.6402865503
78,885,75.987520912,42.5107372823
78,888,75.233926827,42.6438095847
78,884,75.622704119,42.5963542845
78,886,76.092454085,42.4931247452
78,881,75.791501502,42.4360409296
78,885,75.802184116,42.5035098602
78,889,76.12512848,42.5669465
78,889,76.163238929,42.3745646676
78,883,75.975838885,42.7915037469
78,888,76.025147236,42.4413314907
105,947,75.812837801,46.3019902621
105,948,75.887880637,46.3322923046
105,948,75.877774525,46.3779542395
105,949,75.903326641,46.387971599
105,946,75.735647746,46.153002974
105,949,75.897195275,46.3866939768
105,950,75.932402677,46.5711279382
105,948,75.850387801,46.2594868088
105,948,75.842249428,46.3072165456
105,950,75.932402677,46.3383977341
115,963,76.873000005,39.943679412
115,970,77.284270177,41.0037198062
115,962,76.775532905,40.6228498453
115,955,76.239048134,40.5432799513
115,947,75.173945036,40.7141775673
115,959,76.027786933,40.2693516257
115,969,76.872094479,40.3768675878
115,950,75.413948766,40.3960326046
115,956,76.651698512,41.2163989747
115,973,77.64915758,40.5074571697
128,1011,82.570532356,43.4262202089
128,1000,82.331777072,45.2689043652
128,991,81.427602364,47.4469113543
128,985,80.1792753,44.800734732
128,1018,82.977190792,44.9303158882
128,1015,82.286353624,44.8338764771
128,1012,80.761605391,46.1432864402
128,1005,79.374987173,45.2326868357
128,1003,79.151037868,44.7616929432
128,1007,81.432784986,43.8714949075
180,70,5.263706838,9.07682969031
180,73,5.349397448,8.90709895787
180,77,6.400885159,9.06851860931
180,76,6.258941647,8.96988696821
180,72,5.502180322,9.04551959867
180,74,5.954464522,9.17433296865
180,76,6.043115833,9.02332388234
180,72,6.024266318,9.1688101148
180,76,6.30000771,9.00543675102
180,71,5.72768736,8.98694898418
181,74,5.378358031,9.28607225551
181,72,5.641766552,9.38360285778
181,72,5.619995348,9.3094050592
181,70,5.678314594,9.16741796522
181,72,5.45408754,9.16700302884
181,68,4.993551244,9.09970374777
181,73,5.403175295,9.30750152628
181,72,5.330123936,9.3062509797
181,71,5.321920338,9.18337418978
181,70,5.314925611,9.20769775042
182,72,5.154919856,8.81262540779
182,73,5.839644308,9.00011784529
182,71,5.343819796,8.77173986638
182,71,5.619401486,8.78162138369
182,69,5.239638133,8.90298775923
182,69,5.035747004,8.82841425127
182,71,5.230541247,8.83308343068
182,69,5.277496886,8.73958044005
182,73,5.475763969,8.89611451079
182,72,5.84200218,8.98924128275
183,48,4.242123752,2.6823530674
183,45,4.050780428,2.68596420029
183,48,4.278801101,2.75498837998
183,46,3.538651301,2.71167688743
183,44,3.478184825,2.71870910254
183,46,4.072626557,2.6987771672
183,45,3.864140352,2.68461871199
183,49,4.105831671,2.71432961614
183,48,4.268562213,2.71035877951
183,47,3.701014403,2.70977764835
184,48,4.099071792,2.44013807521
184,43,3.877304145,2.41677185289
184,48,4.08353363,2.39246505095
184,46,3.693195723,2.39612929274
184,46,3.961265531,2.40602553004
184,48,4.036166164,2.38417047892
184,46,3.982588791,2.3959224395
184,47,4.00546634,2.3774384067
184,46,3.928196503,2.39972937052
184,47,4.068371968,2.399804056
185,42,3.651751602,2.5111031959
185,47,4.024188402,2.47311262864
185,46,4.684230669,2.51885044703
185,44,4.010244326,2.45007493784
185,44,3.82518534,2.49799906372
185,44,3.928453961,2.49255349643
185,44,3.62869711,2.52854150486
185,43,3.767781934,2.52033397576
185,42,3.450488789,2.5245205896
185,46,4.439620804,2.47153372415
186,37,4.440514078,2.02613344913
186,36,4.325445741,2.04537406696
186,34,3.909050137,2.01616663214
186,36,4.054610971,2.04126168088
186,36,5.032182882,2.02457236128
186,40,4.200651392,2.02648155433
186,38,4.649753077,2.02420877791
186,35,4.400707686,2.03464595126
186,37,4.33624801,2.06498894489
186,32,3.55520034,2.0209948524
187,34,3.839393118,2.12703645461
187,32,3.980221053,2.15329466196
187,28,3.458491161,2.13627184647
187,29,3.468911422,2.16697665719
187,35,3.900217553,2.12434283123
187,35,5.196656891,2.124248348
187,33,4.026125622,2.12842249506
187,35,5.220576995,2.13748632677
187,34,3.701462589,2.15243099256
187,33,3.998814507,2.11816290937
188,33,3.894949528,2.04830570553
188,37,4.020003951,2.02116705091
188,35,3.84658402,2.08482555808
188,28,3.548675878,2.06446897922
188,31,3.846280677,2.04743130548
188,29,3.587506902,2.05883798669
188,34,3.96472713,2.08171783356
188,31,3.645296051,2.04825404905
188,34,3.985390839,2.05558203902
188,30,3.639708175,2.06591935477
189,27,5.965934453,2.12768532172
189,33,6.131913592,2.1442165187
189,32,6.059803155,2.1411307606
189,28,5.824366739,2.14223933633
189,29,5.734961287,2.12114003057
189,31,5.937223565,2.15271624691
189,24,4.551839753,2.1255676428
189,30,4.914670414,2.13187498872
189,28,5.617778528,2.13611754895
189,31,4.900679685,2.12234665216
190,32,6.981895923,2.14149313601
190,35,7.013569507,2.13069936278
190,28,5.636117979,2.08667813166
190,32,7.019128935,2.12215030859
190,33,6.849697262,2.09864263074
190,31,6.795929714,2.08551620078
190,34,7.172823795,2.0961269404
190,32,7.128890669,2.12210133392
190,32,6.869639423,2.09339252052
190,29,6.394454651,2.07671663831
191,27,7.149270615,2.14440762616
191,25,7.049732602,2.1466235088
191,26,7.932927702,2.13699386135
191,27,7.954239231,2.16291699096
191,27,8.304185042,2.13130759651
191,25,7.601931162,2.13718882197
191,28,8.238863533,2.13671803715
191,27,8.482812682,2.1513639143
191,27,7.656996736,2.13757042543
191,27,7.78743507,2.1405454016
18,NA,NA,NA
39,NA,NA,NA
44,NA,NA,NA
46,NA,NA,NA
52,NA,NA,NA
68,NA,NA,NA
70,NA,NA,NA
111,NA,NA,NA
129,NA,NA,NA
